State,State Code,Year of Death,Year of Death Code,Mother's Bridged Race/Hispanic Origin,Mother's Bridged Race/Hispanic Origin Code,Deaths,Births,Death Rate
Kansas,20,2017,2017,Non-Hispanic White,6,146,25978,5.62
Kansas,20,2017,2017,Non-Hispanic Black,7,33,2883,11.45
Kentucky,21,2007,2007,Non-Hispanic White,6,312,49831,6.26
Kentucky,21,2007,2007,Non-Hispanic Black,7,66,5415,12.19
Kentucky,21,2008,2008,Mexican,2148-5,13,1941,6.70 (Unreliable)
Kentucky,21,2008,2008,Non-Hispanic White,6,327,49011,6.67
Kentucky,21,2008,2008,Non-Hispanic Black,7,56,5445,10.28
Kentucky,21,2009,2009,Non-Hispanic White,6,318,48054,6.62
Kentucky,21,2009,2009,Non-Hispanic Black,7,60,5436,11.04
Kentucky,21,2010,2010,Non-Hispanic White,6,313,46607,6.72
Kentucky,21,2010,2010,Non-Hispanic Black,7,53,5233,10.13
Kentucky,21,2011,2011,Mexican,2148-5,11,1743,6.31 (Unreliable)
Kentucky,21,2011,2011,Non-Hispanic White,6,284,46190,6.15
Kentucky,21,2011,2011,Non-Hispanic Black,7,48,5204,9.22
Kentucky,21,2012,2012,Mexican,2148-5,15,1604,9.35 (Unreliable)
Kentucky,21,2012,2012,Non-Hispanic White,6,317,46685,6.79
Kentucky,21,2012,2012,Non-Hispanic Black,7,55,5073,10.84
Kentucky,21,2013,2013,Non-Hispanic White,6,293,46612,6.29
Kentucky,21,2013,2013,Non-Hispanic Black,7,49,5217,9.39
Kentucky,21,2014,2014,Mexican,2148-5,10,1636,6.11 (Unreliable)
Kentucky,21,2014,2014,Non-Hispanic White,6,303,46701,6.49
Kentucky,21,2014,2014,Non-Hispanic Black,7,72,5352,13.45
Kentucky,21,2015,2015,Mexican,2148-5,10,1661,6.02 (Unreliable)
Kentucky,21,2015,2015,Non-Hispanic White,6,304,46344,6.56
Kentucky,21,2015,2015,Non-Hispanic Black,7,49,5269,9.3
Kentucky,21,2016,2016,Mexican,2148-5,10,1628,6.14 (Unreliable)
Kentucky,21,2016,2016,Non-Hispanic White,6,281,45587,6.16
Kentucky,21,2016,2016,Non-Hispanic Black,7,65,5254,12.37
Kentucky,21,2017,2017,Non-Hispanic White,6,284,44728,6.35
Kentucky,21,2017,2017,Non-Hispanic Black,7,51,5361,9.51
Louisiana,22,2007,2007,Non-Hispanic White,6,230,35824,6.42
Louisiana,22,2007,2007,Non-Hispanic Black,7,355,25709,13.81
Louisiana,22,2008,2008,Non-Hispanic White,6,252,34728,7.26
Louisiana,22,2008,2008,Non-Hispanic Black,7,312,25565,12.2
Louisiana,22,2008,2008,Non-Hispanic other races,8,11,1589,6.92 (Unreliable)
Louisiana,22,2009,2009,Non-Hispanic White,6,242,34583,7
Louisiana,22,2009,2009,Non-Hispanic Black,7,309,25144,12.29
Louisiana,22,2009,2009,Non-Hispanic other races,8,10,1678,5.96 (Unreliable)
Louisiana,22,2010,2010,Non-Hispanic White,6,176,32894,5.35
Louisiana,22,2010,2010,Non-Hispanic Black,7,272,24167,11.26
Louisiana,22,2010,2010,Non-Hispanic other races,8,12,1717,6.99 (Unreliable)
Louisiana,22,2011,2011,Non-Hispanic White,6,206,33112,6.22
Louisiana,22,2011,2011,Non-Hispanic Black,7,278,23608,11.78
Louisiana,22,2012,2012,Non-Hispanic White,6,202,33316,6.06
Louisiana,22,2012,2012,Non-Hispanic Black,7,274,23846,11.49
Louisiana,22,2012,2012,Non-Hispanic other races,8,11,1670,6.59 (Unreliable)
Louisiana,22,2013,2013,Mexican,2148-5,13,1542,8.43 (Unreliable)
Louisiana,22,2013,2013,Non-Hispanic White,6,208,33583,6.19
Louisiana,22,2013,2013,Non-Hispanic Black,7,307,24031,12.78
Louisiana,22,2013,2013,Non-Hispanic other races,8,13,1629,7.98 (Unreliable)
Louisiana,22,2014,2014,Non-Hispanic White,6,194,34264,5.66
Louisiana,22,2014,2014,Non-Hispanic Black,7,265,24222,10.94
Louisiana,22,2015,2015,Central or South American,4,16,2164,7.39 (Unreliable)
Louisiana,22,2015,2015,Non-Hispanic White,6,181,34047,5.32
Louisiana,22,2015,2015,Non-Hispanic Black,7,271,24064,11.26
Louisiana,22,2015,2015,Non-Hispanic other races,8,10,1680,5.95 (Unreliable)
Louisiana,22,2016,2016,Non-Hispanic White,6,175,33267,5.26
Louisiana,22,2016,2016,Non-Hispanic Black,7,291,23428,12.42
Louisiana,22,2016,2016,Non-Hispanic other races,8,11,1737,6.33 (Unreliable)
Louisiana,22,2017,2017,Central or South American,4,12,2304,5.21 (Unreliable)
Louisiana,22,2017,2017,Non-Hispanic White,6,153,31835,4.81
Louisiana,22,2017,2017,Non-Hispanic Black,7,240,22797,10.53
Maine,23,2007,2007,Non-Hispanic White,6,78,13185,5.92
Maine,23,2008,2008,Non-Hispanic White,6,69,12637,5.46
Maine,23,2009,2009,Non-Hispanic White,6,73,12504,5.84
Maine,23,2010,2010,Non-Hispanic White,6,64,12026,5.32
Maine,23,2011,2011,Non-Hispanic White,6,79,11747,6.73
Maine,23,2012,2012,Non-Hispanic White,6,77,11782,6.54
Maine,23,2013,2013,Non-Hispanic White,6,83,11774,7.05
Maine,23,2014,2014,Non-Hispanic White,6,77,11654,6.61
Maine,23,2015,2015,Non-Hispanic White,6,73,11563,6.31
Maine,23,2016,2016,Non-Hispanic White,6,67,11675,5.74
Maine,23,2017,2017,Non-Hispanic White,6,67,11140,6.01
Maryland,24,2007,2007,Mexican,2148-5,16,2210,7.24 (Unreliable)
Maryland,24,2007,2007,Central or South American,4,36,7285,4.94
Maryland,24,2007,2007,Non-Hispanic White,6,169,36177,4.67
Maryland,24,2007,2007,Non-Hispanic Black,7,359,26156,13.73
Maryland,24,2007,2007,Non-Hispanic other races,8,34,5057,6.72
Maryland,24,2008,2008,Central or South American,4,39,7321,5.33
Maryland,24,2008,2008,Non-Hispanic White,6,203,35639,5.7
Maryland,24,2008,2008,Non-Hispanic Black,7,330,25929,12.73
Maryland,24,2008,2008,Non-Hispanic other races,8,21,5142,4.08
Maryland,24,2009,2009,Mexican,2148-5,11,1984,5.54 (Unreliable)
Maryland,24,2009,2009,Central or South American,4,26,7469,3.48
Maryland,24,2009,2009,Non-Hispanic White,6,138,34012,4.06
Maryland,24,2009,2009,Non-Hispanic Black,7,336,24986,13.45
Maryland,24,2009,2009,Non-Hispanic other races,8,22,5297,4.15
Maryland,24,2010,2010,Central or South American,4,34,6658,5.11
Maryland,24,2010,2010,Non-Hispanic White,6,129,33568,3.84
Maryland,24,2010,2010,Non-Hispanic Black,7,292,24432,11.95
Maryland,24,2010,2010,Non-Hispanic other races,8,22,5424,4.06
Maryland,24,2011,2011,Mexican,2148-5,11,1901,5.79 (Unreliable)
Maryland,24,2011,2011,Central or South American,4,28,6717,4.17
Maryland,24,2011,2011,Non-Hispanic White,6,128,33265,3.85
Maryland,24,2011,2011,Non-Hispanic Black,7,290,23846,12.16
Maryland,24,2011,2011,Non-Hispanic other races,8,27,5463,4.94
Maryland,24,2012,2012,Mexican,2148-5,13,1869,6.96 (Unreliable)
Maryland,24,2012,2012,Central or South American,4,37,6592,5.61
Maryland,24,2012,2012,Non-Hispanic White,6,129,33158,3.89
Maryland,24,2012,2012,Non-Hispanic Black,7,249,23870,10.43
Maryland,24,2012,2012,Non-Hispanic other races,8,22,5497,4
Maryland,24,2013,2013,Central or South American,4,31,6897,4.49
Maryland,24,2013,2013,Non-Hispanic White,6,145,32568,4.45
Maryland,24,2013,2013,Non-Hispanic Black,7,247,23349,10.58
Maryland,24,2013,2013,Non-Hispanic other races,8,25,5350,4.67
Maryland,24,2014,2014,Central or South American,4,33,7130,4.63
Maryland,24,2014,2014,Other and Unknown Hispanic,5,10,1208,8.28 (Unreliable)
Maryland,24,2014,2014,Non-Hispanic White,6,138,33178,4.16
Maryland,24,2014,2014,Non-Hispanic Black,7,259,23968,10.81
Maryland,24,2014,2014,Non-Hispanic other races,8,25,5614,4.45
Maryland,24,2015,2015,Mexican,2148-5,15,1661,9.03 (Unreliable)
Maryland,24,2015,2015,Central or South American,4,34,8017,4.24
Maryland,24,2015,2015,Other and Unknown Hispanic,5,10,1203,8.31 (Unreliable)
Maryland,24,2015,2015,Non-Hispanic White,6,126,32412,3.89
Maryland,24,2015,2015,Non-Hispanic Black,7,258,23626,10.92
Maryland,24,2015,2015,Non-Hispanic other races,8,31,5624,5.51
Maryland,24,2016,2016,Central or South American,4,50,8129,6.15
Maryland,24,2016,2016,Non-Hispanic White,6,136,31881,4.27
Maryland,24,2016,2016,Non-Hispanic Black,7,245,23534,10.41
Maryland,24,2016,2016,Non-Hispanic other races,8,26,5637,4.61
Maryland,24,2017,2017,Central or South American,4,32,8349,3.83
Maryland,24,2017,2017,Non-Hispanic White,6,137,30484,4.49
Maryland,24,2017,2017,Non-Hispanic Black,7,253,23079,10.96
Maryland,24,2017,2017,Non-Hispanic other races,8,18,5659,3.18 (Unreliable)
Massachusetts,25,2007,2007,Puerto Rican,2180-8,35,4733,7.39
Massachusetts,25,2007,2007,Central or South American,4,27,5327,5.07
Massachusetts,25,2007,2007,Non-Hispanic White,6,228,53287,4.28
Massachusetts,25,2007,2007,Non-Hispanic Black,7,68,7260,9.37
Massachusetts,25,2007,2007,Non-Hispanic other races,8,19,6095,3.12 (Unreliable)
Massachusetts,25,2008,2008,Puerto Rican,2180-8,41,4649,8.82
Massachusetts,25,2008,2008,Central or South American,4,29,5456,5.32
Massachusetts,25,2008,2008,Non-Hispanic White,6,199,52241,3.81
Massachusetts,25,2008,2008,Non-Hispanic Black,7,87,7201,12.08
Massachusetts,25,2008,2008,Non-Hispanic other races,8,18,6232,2.89 (Unreliable)
Massachusetts,25,2008,2008,Origin unknown or not stated,9,10,407,24.57 (Unreliable)
Massachusetts,25,2009,2009,Puerto Rican,2180-8,47,4842,9.71
Massachusetts,25,2009,2009,Central or South American,4,38,5448,6.98
Massachusetts,25,2009,2009,Non-Hispanic White,6,200,50345,3.97
Massachusetts,25,2009,2009,Non-Hispanic Black,7,60,7227,8.3
Massachusetts,25,2009,2009,Non-Hispanic other races,8,26,6181,4.21
Massachusetts,25,2010,2010,Puerto Rican,2180-8,32,4494,7.12
Massachusetts,25,2010,2010,Central or South American,4,20,5418,3.69
Massachusetts,25,2010,2010,Non-Hispanic White,6,175,48934,3.58
Massachusetts,25,2010,2010,Non-Hispanic Black,7,52,7059,7.37
Massachusetts,25,2010,2010,Non-Hispanic other races,8,30,6067,4.94
Massachusetts,25,2011,2011,Puerto Rican,2180-8,39,4070,9.58
Massachusetts,25,2011,2011,Central or South American,4,19,3601,5.28 (Unreliable)
Massachusetts,25,2011,2011,Other and Unknown Hispanic,5,20,4375,4.57
Massachusetts,25,2011,2011,Non-Hispanic White,6,163,46570,3.5
Massachusetts,25,2011,2011,Non-Hispanic Black,7,39,7161,5.45
Massachusetts,25,2011,2011,Non-Hispanic other races,8,23,6296,3.65
Massachusetts,25,2012,2012,Puerto Rican,2180-8,41,4114,9.97
Massachusetts,25,2012,2012,Central or South American,4,12,3347,3.59 (Unreliable)
Massachusetts,25,2012,2012,Other and Unknown Hispanic,5,17,4565,3.72 (Unreliable)
Massachusetts,25,2012,2012,Non-Hispanic White,6,156,45500,3.43
Massachusetts,25,2012,2012,Non-Hispanic Black,7,45,7005,6.42
Massachusetts,25,2012,2012,Non-Hispanic other races,8,20,6674,3
Massachusetts,25,2012,2012,Origin unknown or not stated,9,10,689,14.51 (Unreliable)
Massachusetts,25,2013,2013,Puerto Rican,2180-8,22,4460,4.93
Massachusetts,25,2013,2013,Central or South American,4,15,3309,4.53 (Unreliable)
Massachusetts,25,2013,2013,Other and Unknown Hispanic,5,12,3936,3.05 (Unreliable)
Massachusetts,25,2013,2013,Non-Hispanic White,6,153,45046,3.4
Massachusetts,25,2013,2013,Non-Hispanic Black,7,63,7100,8.87
Massachusetts,25,2013,2013,Non-Hispanic other races,8,19,6403,2.97 (Unreliable)
Massachusetts,25,2013,2013,Origin unknown or not stated,9,12,863,13.90 (Unreliable)
Massachusetts,25,2014,2014,Puerto Rican,2180-8,29,4437,6.54
Massachusetts,25,2014,2014,Central or South American,4,18,3737,4.82 (Unreliable)
Massachusetts,25,2014,2014,Other and Unknown Hispanic,5,15,3890,3.86 (Unreliable)
Massachusetts,25,2014,2014,Non-Hispanic White,6,162,44542,3.64
Massachusetts,25,2014,2014,Non-Hispanic Black,7,54,7165,7.54
Massachusetts,25,2014,2014,Non-Hispanic other races,8,18,6527,2.76 (Unreliable)
Massachusetts,25,2014,2014,Origin unknown or not stated,9,11,952,11.55 (Unreliable)
Massachusetts,25,2015,2015,Puerto Rican,2180-8,37,4629,7.99
Massachusetts,25,2015,2015,Central or South American,4,15,3630,4.13 (Unreliable)
Massachusetts,25,2015,2015,Other and Unknown Hispanic,5,27,4106,6.58
Massachusetts,25,2015,2015,Non-Hispanic White,6,143,43651,3.28
Massachusetts,25,2015,2015,Non-Hispanic Black,7,59,7019,8.41
Massachusetts,25,2015,2015,Non-Hispanic other races,8,14,6598,2.12 (Unreliable)
Massachusetts,25,2015,2015,Origin unknown or not stated,9,12,1209,9.93 (Unreliable)
Massachusetts,25,2016,2016,Puerto Rican,2180-8,30,4464,6.72
Massachusetts,25,2016,2016,Central or South American,4,25,3848,6.5
Massachusetts,25,2016,2016,Other and Unknown Hispanic,5,15,4187,3.58 (Unreliable)
Massachusetts,25,2016,2016,Non-Hispanic White,6,124,42871,2.89
Massachusetts,25,2016,2016,Non-Hispanic Black,7,50,7199,6.95
Massachusetts,25,2016,2016,Non-Hispanic other races,8,17,6818,2.49 (Unreliable)
Massachusetts,25,2016,2016,Origin unknown or not stated,9,18,1248,14.42 (Unreliable)
Massachusetts,25,2017,2017,Puerto Rican,2180-8,25,4472,5.59
Massachusetts,25,2017,2017,Central or South American,4,11,3876,2.84 (Unreliable)
Massachusetts,25,2017,2017,Other and Unknown Hispanic,5,23,4622,4.98
Massachusetts,25,2017,2017,Non-Hispanic White,6,112,41554,2.7
Massachusetts,25,2017,2017,Non-Hispanic Black,7,54,7335,7.36
Massachusetts,25,2017,2017,Non-Hispanic other races,8,16,6429,2.49 (Unreliable)
Massachusetts,25,2017,2017,Origin unknown or not stated,9,14,1775,7.89 (Unreliable)
Michigan,26,2007,2007,Mexican,2148-5,52,6781,7.67
Michigan,26,2007,2007,Non-Hispanic White,6,538,85989,6.26
Michigan,26,2007,2007,Non-Hispanic Black,7,344,22130,15.54
Michigan,26,2007,2007,Non-Hispanic other races,8,26,4934,5.27
Michigan,26,2007,2007,Origin unknown or not stated,9,20,3496,5.72
Michigan,26,2008,2008,Mexican,2148-5,40,5530,7.23
Michigan,26,2008,2008,Other and Unknown Hispanic,5,16,2141,7.47 (Unreliable)
Michigan,26,2008,2008,Non-Hispanic White,6,480,84575,5.68
Michigan,26,2008,2008,Non-Hispanic Black,7,319,22449,14.21
Michigan,26,2008,2008,Non-Hispanic other races,8,25,4823,5.18
Michigan,26,2009,2009,Mexican,2148-5,32,5242,6.1
Michigan,26,2009,2009,Non-Hispanic White,6,478,82093,5.82
Michigan,26,2009,2009,Non-Hispanic Black,7,328,22145,14.81
Michigan,26,2009,2009,Non-Hispanic other races,8,34,4761,7.14
Michigan,26,2010,2010,Mexican,2148-5,27,5088,5.31
Michigan,26,2010,2010,Other and Unknown Hispanic,5,12,1473,8.15 (Unreliable)
Michigan,26,2010,2010,Non-Hispanic White,6,444,79979,5.55
Michigan,26,2010,2010,Non-Hispanic Black,7,306,22133,13.83
Michigan,26,2010,2010,Non-Hispanic other races,8,19,4607,4.12 (Unreliable)
Michigan,26,2011,2011,Mexican,2148-5,18,4893,3.68 (Unreliable)
Michigan,26,2011,2011,Non-Hispanic White,6,404,79607,5.07
Michigan,26,2011,2011,Non-Hispanic Black,7,288,21775,13.23
Michigan,26,2011,2011,Non-Hispanic other races,8,24,4608,5.21
Michigan,26,2012,2012,Mexican,2148-5,35,4706,7.44
Michigan,26,2012,2012,Other and Unknown Hispanic,5,13,1388,9.37 (Unreliable)
Michigan,26,2012,2012,Non-Hispanic White,6,404,79044,5.11
Michigan,26,2012,2012,Non-Hispanic Black,7,296,21543,13.74
Michigan,26,2012,2012,Non-Hispanic other races,8,29,4761,6.09
Michigan,26,2013,2013,Mexican,2148-5,39,4709,8.28
Michigan,26,2013,2013,Non-Hispanic White,6,452,79107,5.71
Michigan,26,2013,2013,Non-Hispanic Black,7,274,22057,12.42
Michigan,26,2013,2013,Non-Hispanic other races,8,16,4719,3.39 (Unreliable)
Michigan,26,2014,2014,Mexican,2148-5,21,4683,4.48
Michigan,26,2014,2014,Other and Unknown Hispanic,5,12,1332,9.01 (Unreliable)
Michigan,26,2014,2014,Non-Hispanic White,6,406,80304,5.06
Michigan,26,2014,2014,Non-Hispanic Black,7,253,21650,11.69
Michigan,26,2014,2014,Non-Hispanic other races,8,29,4929,5.88
Michigan,26,2015,2015,Mexican,2148-5,44,4722,9.32
Michigan,26,2015,2015,Other and Unknown Hispanic,5,10,1259,7.94 (Unreliable)
Michigan,26,2015,2015,Non-Hispanic White,6,385,78960,4.88
Michigan,26,2015,2015,Non-Hispanic Black,7,266,21822,12.19
Michigan,26,2015,2015,Non-Hispanic other races,8,21,4901,4.28
Michigan,26,2016,2016,Mexican,2148-5,25,4591,5.45
Michigan,26,2016,2016,Other and Unknown Hispanic,5,12,1430,8.39 (Unreliable)
Michigan,26,2016,2016,Non-Hispanic White,6,388,79070,4.91
Michigan,26,2016,2016,Non-Hispanic Black,7,266,21416,12.42
Michigan,26,2016,2016,Non-Hispanic other races,8,17,5181,3.28 (Unreliable)
Michigan,26,2017,2017,Mexican,2148-5,25,4321,5.79
Michigan,26,2017,2017,Non-Hispanic White,6,389,76788,5.07
Michigan,26,2017,2017,Non-Hispanic Black,7,300,21800,13.76
Michigan,26,2017,2017,Non-Hispanic other races,8,25,5287,4.73
Minnesota,27,2007,2007,Mexican,2148-5,16,4275,3.74 (Unreliable)
Minnesota,27,2007,2007,Non-Hispanic White,6,260,53850,4.83
Minnesota,27,2007,2007,Non-Hispanic Black,7,75,6569,11.42
Minnesota,27,2007,2007,Non-Hispanic other races,8,43,6439,6.68
Minnesota,27,2008,2008,Mexican,2148-5,21,4091,5.13
Minnesota,27,2008,2008,Non-Hispanic White,6,262,52684,4.97
Minnesota,27,2008,2008,Non-Hispanic Black,7,87,6675,13.03
Minnesota,27,2008,2008,Non-Hispanic other races,8,43,6488,6.63
Minnesota,27,2009,2009,Mexican,2148-5,16,3845,4.16 (Unreliable)
Minnesota,27,2009,2009,Non-Hispanic White,6,205,51288,4
Minnesota,27,2009,2009,Non-Hispanic Black,7,55,6475,8.49
Minnesota,27,2009,2009,Non-Hispanic other races,8,32,6347,5.04
Minnesota,27,2010,2010,Mexican,2148-5,18,3416,5.27 (Unreliable)
Minnesota,27,2010,2010,Non-Hispanic White,6,198,50093,3.95
Minnesota,27,2010,2010,Non-Hispanic Black,7,47,6523,7.21
Minnesota,27,2010,2010,Non-Hispanic other races,8,32,6188,5.17
Minnesota,27,2011,2011,Mexican,2148-5,13,3241,4.01 (Unreliable)
Minnesota,27,2011,2011,Non-Hispanic White,6,207,50297,4.12
Minnesota,27,2011,2011,Non-Hispanic Black,7,59,6471,9.12
Minnesota,27,2011,2011,Non-Hispanic other races,8,34,6319,5.38
Minnesota,27,2012,2012,Mexican,2148-5,18,3317,5.43 (Unreliable)
Minnesota,27,2012,2012,Non-Hispanic White,6,226,50067,4.51
Minnesota,27,2012,2012,Non-Hispanic Black,7,55,6963,7.9
Minnesota,27,2012,2012,Non-Hispanic other races,8,36,6603,5.45
Minnesota,27,2013,2013,Mexican,2148-5,17,3180,5.35 (Unreliable)
Minnesota,27,2013,2013,Non-Hispanic White,6,210,50238,4.18
Minnesota,27,2013,2013,Non-Hispanic Black,7,70,7381,9.48
Minnesota,27,2013,2013,Non-Hispanic other races,8,42,6564,6.4
Minnesota,27,2014,2014,Mexican,2148-5,16,3192,5.01 (Unreliable)
Minnesota,27,2014,2014,Non-Hispanic White,6,201,50332,3.99
Minnesota,27,2014,2014,Non-Hispanic Black,7,81,7745,10.46
Minnesota,27,2014,2014,Non-Hispanic other races,8,41,6790,6.04
Minnesota,27,2015,2015,Mexican,2148-5,19,3247,5.85 (Unreliable)
Minnesota,27,2015,2015,Non-Hispanic White,6,204,49673,4.11
Minnesota,27,2015,2015,Non-Hispanic Black,7,87,8030,10.83
Minnesota,27,2015,2015,Non-Hispanic other races,8,43,6757,6.36
Minnesota,27,2016,2016,Mexican,2148-5,20,3319,6.03
Minnesota,27,2016,2016,Non-Hispanic White,6,205,49338,4.16
Minnesota,27,2016,2016,Non-Hispanic Black,7,60,8335,7.2
Minnesota,27,2016,2016,Non-Hispanic other races,8,58,6790,8.54
Minnesota,27,2017,2017,Mexican,2148-5,15,3390,4.42 (Unreliable)
Minnesota,27,2017,2017,Non-Hispanic White,6,173,47828,3.62
Minnesota,27,2017,2017,Non-Hispanic Black,7,70,8665,8.08
Minnesota,27,2017,2017,Non-Hispanic other races,8,53,6685,7.93
Mississippi,28,2007,2007,Non-Hispanic White,6,156,23065,6.76
Mississippi,28,2007,2007,Non-Hispanic Black,7,289,20887,13.84
Mississippi,28,2007,2007,Non-Hispanic other races,8,10,781,12.80 (Unreliable)
Mississippi,28,2008,2008,Non-Hispanic White,6,172,22582,7.62
Mississippi,28,2008,2008,Non-Hispanic Black,7,256,19836,12.91
Mississippi,28,2009,2009,Non-Hispanic White,6,157,21428,7.33
Mississippi,28,2009,2009,Non-Hispanic Black,7,256,19096,13.41
Mississippi,28,2010,2010,Non-Hispanic White,6,133,20345,6.54
Mississippi,28,2010,2010,Non-Hispanic Black,7,244,17509,13.94
Mississippi,28,2011,2011,Non-Hispanic White,6,133,20500,6.49
Mississippi,28,2011,2011,Non-Hispanic Black,7,223,17304,12.89
Mississippi,28,2012,2012,Non-Hispanic White,6,126,20157,6.25
Mississippi,28,2012,2012,Non-Hispanic Black,7,198,16499,12
Mississippi,28,2012,2012,Non-Hispanic other races,8,13,709,18.34 (Unreliable)
Mississippi,28,2013,2013,Non-Hispanic White,6,149,19730,7.55
Mississippi,28,2013,2013,Non-Hispanic Black,7,205,16673,12.3
Mississippi,28,2014,2014,Mexican,2148-5,11,901,12.21 (Unreliable)
Mississippi,28,2014,2014,Non-Hispanic White,6,118,19839,5.95
Mississippi,28,2014,2014,Non-Hispanic Black,7,182,16621,10.95
Mississippi,28,2015,2015,Non-Hispanic White,6,142,19635,7.23
Mississippi,28,2015,2015,Non-Hispanic Black,7,207,16419,12.61
Mississippi,28,2016,2016,Non-Hispanic White,6,137,19538,7.01
Mississippi,28,2016,2016,Non-Hispanic Black,7,179,15981,11.2
Mississippi,28,2017,2017,Non-Hispanic White,6,118,18736,6.3
Mississippi,28,2017,2017,Non-Hispanic Black,7,189,16211,11.66
Missouri,29,2007,2007,Mexican,2148-5,18,3355,5.37 (Unreliable)
Missouri,29,2007,2007,Non-Hispanic White,6,377,62222,6.06
Missouri,29,2007,2007,Non-Hispanic Black,7,194,12598,15.4
Missouri,29,2008,2008,Mexican,2148-5,13,3312,3.93 (Unreliable)
Missouri,29,2008,2008,Non-Hispanic White,6,376,61385,6.13
Missouri,29,2008,2008,Non-Hispanic Black,7,175,12478,14.02
Missouri,29,2009,2009,Mexican,2148-5,16,2992,5.35 (Unreliable)
Missouri,29,2009,2009,Non-Hispanic White,6,367,60170,6.1
Missouri,29,2009,2009,Non-Hispanic Black,7,155,12026,12.89
Missouri,29,2009,2009,Non-Hispanic other races,8,11,2323,4.74 (Unreliable)
Missouri,29,2010,2010,Mexican,2148-5,18,2911,6.18 (Unreliable)
Missouri,29,2010,2010,Non-Hispanic White,6,331,58471,5.66
Missouri,29,2010,2010,Non-Hispanic Black,7,131,11381,11.51
Missouri,29,2011,2011,Mexican,2148-5,16,2731,5.86 (Unreliable)
Missouri,29,2011,2011,Non-Hispanic White,6,297,57815,5.14
Missouri,29,2011,2011,Non-Hispanic Black,7,146,11433,12.77
Missouri,29,2011,2011,Non-Hispanic other races,8,11,2231,4.93 (Unreliable)
Missouri,29,2012,2012,Mexican,2148-5,16,2553,6.27 (Unreliable)
Missouri,29,2012,2012,Non-Hispanic White,6,324,57350,5.65
Missouri,29,2012,2012,Non-Hispanic Black,7,137,11319,12.1
Missouri,29,2013,2013,Mexican,2148-5,14,2472,5.66 (Unreliable)
Missouri,29,2013,2013,Non-Hispanic White,6,318,57361,5.54
Missouri,29,2013,2013,Non-Hispanic Black,7,133,11385,11.68
Missouri,29,2013,2013,Non-Hispanic other races,8,12,2298,5.22 (Unreliable)
Missouri,29,2014,2014,Mexican,2148-5,12,2457,4.88 (Unreliable)
Missouri,29,2014,2014,Non-Hispanic White,6,304,57150,5.32
Missouri,29,2014,2014,Non-Hispanic Black,7,121,11453,10.56
Missouri,29,2015,2015,Mexican,2148-5,11,2478,4.44 (Unreliable)
Missouri,29,2015,2015,Non-Hispanic White,6,313,57092,5.48
Missouri,29,2015,2015,Non-Hispanic Black,7,135,11304,11.94
Missouri,29,2015,2015,Non-Hispanic other races,8,12,2324,5.16 (Unreliable)
Missouri,29,2016,2016,Non-Hispanic White,6,313,56547,5.54
Missouri,29,2016,2016,Non-Hispanic Black,7,142,11182,12.7
Missouri,29,2016,2016,Non-Hispanic other races,8,12,2523,4.76 (Unreliable)
Missouri,29,2017,2017,Mexican,2148-5,10,2484,4.03 (Unreliable)
Missouri,29,2017,2017,Non-Hispanic White,6,278,54835,5.07
Missouri,29,2017,2017,Non-Hispanic Black,7,131,11277,11.62
Missouri,29,2017,2017,Non-Hispanic other races,8,17,2442,6.96 (Unreliable)
Montana,30,2007,2007,Non-Hispanic White,6,57,9618,5.93
Montana,30,2007,2007,Non-Hispanic other races,8,14,1665,8.41 (Unreliable)
Montana,30,2008,2008,Non-Hispanic White,6,72,10328,6.97
Montana,30,2008,2008,Non-Hispanic other races,8,12,1464,8.20 (Unreliable)
Montana,30,2009,2009,Non-Hispanic White,6,54,9996,5.4
Montana,30,2009,2009,Non-Hispanic other races,8,16,1425,11.23 (Unreliable)
Montana,30,2010,2010,Non-Hispanic White,6,58,9952,5.83
Montana,30,2010,2010,Non-Hispanic other races,8,11,1355,8.12 (Unreliable)
Montana,30,2011,2011,Non-Hispanic White,6,58,9934,5.84
Montana,30,2011,2011,Non-Hispanic other races,8,12,1512,7.94 (Unreliable)
Montana,30,2012,2012,Non-Hispanic White,6,51,9965,5.12
Montana,30,2012,2012,Non-Hispanic other races,8,15,1521,9.86 (Unreliable)
Montana,30,2013,2013,Non-Hispanic White,6,49,10170,4.82
Montana,30,2013,2013,Non-Hispanic other races,8,17,1564,10.87 (Unreliable)
Montana,30,2014,2014,Non-Hispanic White,6,52,10153,5.12
Montana,30,2014,2014,Non-Hispanic other races,8,17,1649,10.31 (Unreliable)
Montana,30,2015,2015,Non-Hispanic White,6,51,10270,4.97
Montana,30,2015,2015,Non-Hispanic other races,8,16,1609,9.94 (Unreliable)
Montana,30,2016,2016,Non-Hispanic White,6,46,9950,4.62
Montana,30,2016,2016,Non-Hispanic other races,8,19,1634,11.63 (Unreliable)
Montana,30,2017,2017,Non-Hispanic White,6,41,9577,4.28
Montana,30,2017,2017,Non-Hispanic other races,8,20,1486,13.46
Nebraska,31,2007,2007,Mexican,2148-5,12,3066,3.91 (Unreliable)
Nebraska,31,2007,2007,Non-Hispanic White,6,126,20007,6.3
Nebraska,31,2007,2007,Non-Hispanic Black,7,25,1795,13.93
Nebraska,31,2007,2007,Non-Hispanic other races,8,12,1059,11.33 (Unreliable)
Nebraska,31,2008,2008,Mexican,2148-5,18,3170,5.68 (Unreliable)
